Configuration : nrThreads: 64 ,nrServers: 1 ,read sharded: true
Thread std 22 ,534354.139297331,582164.7621610857
Thread 23 ,4905529.88,5188693.576923077
Thread std 23 ,556528.9972607966,575622.2423143104
Thread 24 ,4875526.04,5217143.5
Thread std 24 ,526396.1876120769,608485.1422680754
Thread 25 ,4895277.28,5136450.442307692
Thread std 25 ,492223.41374126414,588194.9720207797
Thread 26 ,4900448.64,5209549.115384615
Thread std 26 ,491737.09471360606,640074.918332946
Thread 27 ,4945914.16,5159923.596153846
Thread std 27 ,498996.63996404066,564391.303065776
Thread 28 ,4904822.48,5176808.25
Thread std 28 ,551873.6730566056,578398.8796443491
Thread 29 ,4920471.62,5120015.096153846
Thread std 29 ,503575.1131536079,579947.9953494566
Thread 30 ,4820890.62,5179352.903846154
Thread std 30 ,525230.5006855208,566567.4600758799
Thread 31 ,4905958.82,5142538.115384615
Thread std 31 ,494902.94158517674,584125.8688457229
Thread 32 ,4861738.06,5175892.307692308
Thread std 32 ,488303.19598319713,555427.7057678442
Thread 33 ,4925024.86,5211400.923076923
Thread std 33 ,554629.7126860078,599984.8187250271
Thread 34 ,4871571.66,5189575.653846154
Thread std 34 ,544890.6084152742,595337.8042702553
Thread 35 ,4895083.64,5180339.423076923
Thread std 35 ,515117.76667202404,560050.5616824934
Thread 36 ,4935426.14,5160355.807692308
Thread std 36 ,503599.7881207515,574783.2603326824
Thread 37 ,4920977.76,5210233.346153846
Thread std 37 ,508148.70218645444,616995.2633200737
Thread 38 ,4907811.92,5233592.634615385
Thread std 38 ,465516.21377413446,633514.545950899
Thread 39 ,4854761.98,5208224.942307692
Thread std 39 ,448886.5486771522,551851.5309669132
Thread 40 ,4854069.8,5169627.576923077
Thread std 40 ,502079.2932242183,611937.8264764161
Thread 41 ,4830764.22,5198288.865384615
Thread std 41 ,473129.67031012435,664999.6775510652
Thread 42 ,4867661.56,5171351.423076923
Thread std 42 ,523777.5538386797,606533.697159502
Thread 43 ,4921797.22,5107365.076923077
Thread std 43 ,514242.89094965305,563699.6753871707
Thread 44 ,4862782.12,5174372.923076923
Thread std 44 ,485650.592105722,549612.0893202178
Thread 45 ,4882058.36,5195391.615384615
Thread std 45 ,517884.19607908494,638649.6723943864
Thread 46 ,4924363.46,5114145.403846154
Thread std 46 ,575790.5947624947,554599.3776597293
Thread 47 ,4901852.0,5097435.884615385
Thread std 47 ,502079.2842967724,591551.4821524257
Thread 48 ,4848742.82,5155397.480769231
Thread std 48 ,448837.78327294945,623488.3723585653
Thread 49 ,4905222.46,5172679.769230769
Thread std 49 ,542905.5475422698,565075.4109129643
Thread 50 ,4931317.18,5164171.865384615
Thread std 50 ,523041.5620496465,540859.2151248347
Thread 51 ,4923799.9,5228184.173076923
Thread std 51 ,549523.6359371651,593116.4717567085
Thread 52 ,4849339.76,5144382.557692308
Thread std 52 ,491116.51057255414,574212.3607170876
Thread 53 ,4843688.04,5208085.326923077
Thread std 53 ,498201.77428705915,565498.5747588607
Thread 54 ,4923137.5,5120185.769230769
Thread std 54 ,502561.63020316145,508447.5107005954
Thread 55 ,4933964.86,5264608.480769231
Thread std 55 ,515239.98524567124,618285.1895054765
Thread 56 ,4913631.82,5200300.384615385
Thread std 56 ,534458.5082259327,673292.7171833391
Thread 57 ,4864186.98,5237522.096153846
Thread std 57 ,480269.8091026008,591485.5176460618
Thread 58 ,4903142.36,5108153.903846154
Thread std 58 ,533086.4796326895,559981.1667241808
Thread 59 ,4919673.26,5195490.942307692
Thread std 59 ,554505.545644406,529552.1622233157
Thread 60 ,4895570.06,5169808.826923077
Thread std 60 ,495589.75780267565,610940.8892025134
Thread 61 ,4903628.04,5109063.980769231
Thread std 61 ,509340.90573178174,595332.3230598707
Thread 62 ,4910420.56,5205898.538461538
Thread std 62 ,488472.76401533594,616588.6996861087
Thread 63 ,4881343.06,5147940.019230769
Thread std 63 ,511125.85665337794,590575.118448293
