Configuration : nrThreads: 64 ,nrServers: 1 ,read sharded: true
Thread std 13 ,678062.5346071966,720899.5852777195
Thread 14 ,4786411.87037037,4911722.923076923
Thread std 14 ,678281.9937341709,725272.9262614977
Thread 15 ,4738841.814814814,4968468.326923077
Thread std 15 ,655652.4097916136,763367.5543552673
Thread 16 ,4744872.537037037,4981347.596153846
Thread std 16 ,677770.507282286,729566.9937181046
Thread 17 ,4749169.37037037,4952576.096153846
Thread std 17 ,674052.3250568736,752516.5849049118
Thread 18 ,4773218.407407408,4841566.538461538
Thread std 18 ,686117.2575772601,684829.0773782345
Thread 19 ,4753348.111111111,5001183.038461538
Thread std 19 ,677652.0083557015,664600.8559020989
Thread 20 ,4776710.166666667,4943117.923076923
Thread std 20 ,678138.3473695078,719384.9178398208
Thread 21 ,4748907.740740741,4879403.942307692
Thread std 21 ,664994.643799005,659518.1990694274
Thread 22 ,4722024.425925926,4961528.557692308
Thread std 22 ,648141.3632256936,720817.0693145061
Thread 23 ,4730361.074074074,4975074.942307692
Thread std 23 ,698002.4308326556,753401.9157667157
Thread 24 ,4765330.87037037,4915154.557692308
Thread std 24 ,687053.3263890005,700656.5381852242
Thread 25 ,4751548.666666667,4999956.442307692
Thread std 25 ,666004.8901972712,718324.4665837575
Thread 26 ,4733715.851851852,4999523.961538462
Thread std 26 ,667943.5595846829,691197.9178957997
Thread 27 ,4731148.518518519,4936022.807692308
Thread std 27 ,688513.6364562281,743153.4064957495
Thread 28 ,4801418.796296297,4935977.461538462
Thread std 28 ,710060.9315338588,702769.2949802502
Thread 29 ,4718700.537037037,4979806.019230769
Thread std 29 ,674190.5173407983,708322.3691192628
Thread 30 ,4794026.074074074,4954233.057692308
Thread std 30 ,660714.4815669596,756072.2089607582
Thread 31 ,4767449.203703703,4940590.134615385
Thread std 31 ,699262.5550844687,683165.3169486362
Thread 32 ,4717768.037037037,4844865.846153846
Thread std 32 ,680033.2471812576,721408.3450092572
Thread 33 ,4748329.518518519,4974341.019230769
Thread std 33 ,648540.1840878536,721420.3375359541
Thread 34 ,4742302.685185186,4920300.596153846
Thread std 34 ,664686.826115249,736108.2743272684
Thread 35 ,4730575.722222222,4935831.480769231
Thread std 35 ,711415.2852947138,679273.0458906121
Thread 36 ,4723012.055555556,5015371.961538462
Thread std 36 ,678470.9039404077,720083.2305877458
Thread 37 ,4752072.055555556,4962238.5
Thread std 37 ,681012.4680884079,789498.4621789715
Thread 38 ,4770104.87037037,4946184.884615385
Thread std 38 ,707668.9113733227,696608.6664698398
Thread 39 ,4786451.648148148,4958710.769230769
Thread std 39 ,666632.1352107953,695633.071612107
Thread 40 ,4743214.555555556,4904464.903846154
Thread std 40 ,685889.872013149,650874.6127541714
Thread 41 ,4768906.907407408,4943902.134615385
Thread std 41 ,691091.0319928034,719457.4808218145
Thread 42 ,4791227.703703703,4997015.038461538
Thread std 42 ,660673.1927904946,714784.0364667942
Thread 43 ,4787116.555555556,4977809.730769231
Thread std 43 ,720252.1818460969,669809.500375926
Thread 44 ,4783959.185185186,4984205.769230769
Thread std 44 ,639426.8815524195,728995.1057664219
Thread 45 ,4768655.259259259,4911786.076923077
Thread std 45 ,702274.7202975401,657581.6375231603
Thread 46 ,4718439.814814814,4927015.961538462
Thread std 46 ,676768.5316374571,764909.7550258106
Thread 47 ,4767145.296296297,4946185.846153846
Thread std 47 ,652800.3564502192,763918.483536972
Thread 48 ,4761796.148148148,4921183.423076923
Thread std 48 ,694679.3802579722,667405.1728482202
Thread 49 ,4791165.555555556,4942813.769230769
Thread std 49 ,722663.6535515263,674488.8385878835
Thread 50 ,4754499.148148148,4971591.096153846
Thread std 50 ,684639.3261152637,734978.0324880001
Thread 51 ,4766237.185185186,4953116.923076923
Thread std 51 ,694563.4368810675,724247.0647381305
Thread 52 ,4750209.277777778,4872557.423076923
Thread std 52 ,676854.8158287022,668760.0134894766
Thread 53 ,4787780.777777778,4975379.980769231
Thread std 53 ,718216.1235673428,718629.9787665277
Thread 54 ,4746635.981481481,4889763.807692308
Thread std 54 ,661758.7461101678,712829.2842065298
Thread 55 ,4750148.259259259,5002037.557692308
Thread std 55 ,677780.6321684666,761086.9157515276
Thread 56 ,4738955.611111111,4987304.884615385
Thread std 56 ,714551.9770287895,676123.123189958
Thread 57 ,4789906.592592592,4995168.826923077
Thread std 57 ,656221.6047506294,755027.0373371451
Thread 58 ,4722535.981481481,4984753.923076923
Thread std 58 ,667780.0055172247,664119.9170989555
Thread 59 ,4728929.796296297,4860050.019230769
Thread std 59 ,671237.9485386059,665606.5226776544
Thread 60 ,4799742.425925926,4919644.769230769
Thread std 60 ,701792.6006346405,679387.8085920548
Thread 61 ,4760081.925925926,4881195.153846154
Thread std 61 ,668146.0610260292,666018.4411236964
Thread 62 ,4757398.62962963,4925848.0
Thread std 62 ,697442.3936953922,693749.9621928554
Thread 63 ,4754352.222222222,4963732.211538462
Thread std 63 ,679193.0881770639,677341.9234698649
