Configuration : nrThreads: 64 ,nrServers: 1 ,read sharded: true
Thread std 9 ,724296.9393450002,464946.2013617413
Thread 10 ,5484770.823529412,5592568.960784313
Thread std 10 ,676954.8579305627,480494.07696682215
Thread 11 ,5520203.568627451,5568119.450980392
Thread std 11 ,756087.3937476607,354619.95681762265
Thread 12 ,5531794.666666667,5559946.156862745
Thread std 12 ,617810.1958633789,400946.9644488344
Thread 13 ,5457133.764705882,5636830.019607843
Thread std 13 ,603929.9638428479,447738.7739576054
Thread 14 ,5483082.862745098,5573685.529411765
Thread std 14 ,705473.0167837752,368231.8036970926
Thread 15 ,5471478.764705882,5467448.156862745
Thread std 15 ,606485.7248323521,335229.3658097615
Thread 16 ,5508036.588235294,5579010.039215687
Thread std 16 ,733379.4568527039,398630.59115516767
Thread 17 ,5519569.9215686275,5525904.274509804
Thread std 17 ,720957.5126056138,417391.45930390473
Thread 18 ,5512349.647058823,5482149.490196078
Thread std 18 ,735914.3119983964,382489.06396070315
Thread 19 ,5479830.019607843,5611536.392156863
Thread std 19 ,693526.1903925905,459534.7928492065
Thread 20 ,5473710.176470588,5509809.490196078
Thread std 20 ,687880.4978220477,395054.8112736952
Thread 21 ,5433625.392156863,5637420.862745098
Thread std 21 ,658975.9277533005,396891.80253328587
Thread 22 ,5452063.843137255,5511529.666666667
Thread std 22 ,642011.0423643623,409191.50971508026
Thread 23 ,5489077.019607843,5514624.274509804
Thread std 23 ,672968.1181297519,381987.2479860593
Thread 24 ,5473331.235294118,5522853.7450980395
Thread std 24 ,749340.7875675149,348004.7820665597
Thread 25 ,5452839.294117647,5543217.647058823
Thread std 25 ,626584.58900558,369772.287942827
Thread 26 ,5452995.490196078,5531746.31372549
Thread std 26 ,691574.5950387527,452108.03614965704
Thread 27 ,5544855.784313725,5499874.568627451
Thread std 27 ,681362.3538750381,352960.35520439147
Thread 28 ,5463493.9215686275,5536989.0
Thread std 28 ,666226.0698224843,353051.20722121885
Thread 29 ,5555250.68627451,5537829.019607843
Thread std 29 ,679329.9547543443,447705.46479494707
Thread 30 ,5488102.862745098,5576495.431372549
Thread std 30 ,670363.799663437,427579.6855092279
Thread 31 ,5527621.7450980395,5544498.039215687
Thread std 31 ,712595.7711729376,374797.2798506393
Thread 32 ,5426561.196078432,5588394.215686275
Thread std 32 ,610687.7103837613,365766.5344579962
Thread 33 ,5500905.431372549,5518619.94117647
Thread std 33 ,719626.3217798874,335348.4204608342
Thread 34 ,5471000.843137255,5551609.117647059
Thread std 34 ,632111.5792647172,414543.46578035195
Thread 35 ,5461290.274509804,5495270.392156863
Thread std 35 ,746371.1044472469,363662.92889939045
Thread 36 ,5490485.68627451,5539022.549019608
Thread std 36 ,716674.7355749187,457557.73237786355
Thread 37 ,5466162.333333333,5560449.352941177
Thread std 37 ,656506.5573266018,390284.39787933225
Thread 38 ,5460617.431372549,5480768.274509804
Thread std 38 ,654192.8516931153,379692.4653551123
Thread 39 ,5466302.862745098,5550474.215686275
Thread std 39 ,697468.4319427804,319752.1610239601
Thread 40 ,5405520.352941177,5529506.0784313725
Thread std 40 ,685806.7178997541,414691.4547528967
Thread 41 ,5468373.7450980395,5494657.784313725
Thread std 41 ,746094.1121946437,354090.01083489
Thread 42 ,5508705.294117647,5512453.37254902
Thread std 42 ,758624.3860093161,324097.9226211091
Thread 43 ,5481908.196078432,5571318.450980392
Thread std 43 ,632995.9430066522,453489.1431991868
Thread 44 ,5489656.392156863,5533540.0784313725
Thread std 44 ,693917.8250402012,388254.10462061275
Thread 45 ,5590860.05882353,5413613.019607843
Thread std 45 ,716016.4042736567,359295.2336317581
Thread 46 ,5491977.137254902,5525835.9215686275
Thread std 46 ,684145.8585531603,441295.9063027367
Thread 47 ,5506835.68627451,5621227.823529412
Thread std 47 ,749321.4190552273,437327.06651972537
Thread 48 ,5531403.117647059,5537319.431372549
Thread std 48 ,689722.7651467696,404794.9716897805
Thread 49 ,5385695.568627451,5510437.62745098
Thread std 49 ,587376.2241694586,435449.69443296024
Thread 50 ,5569525.568627451,5591625.549019608
Thread std 50 ,744574.9416476021,370399.1084067732
Thread 51 ,5434183.823529412,5504669.94117647
Thread std 51 ,621097.4479357875,366678.3428488469
Thread 52 ,5541207.450980392,5637847.196078432
Thread std 52 ,811124.9186173067,407993.93566772627
Thread 53 ,5534655.039215687,5546562.274509804
Thread std 53 ,649080.2577874006,473879.70568080153
Thread 54 ,5535830.529411765,5559953.490196078
Thread std 54 ,777613.6027287679,394020.84568831493
Thread 55 ,5520105.333333333,5629725.470588235
Thread std 55 ,707389.2209737342,399922.0750510955
Thread 56 ,5497086.37254902,5501555.882352941
Thread std 56 ,769792.6804173696,391170.3202340202
Thread 57 ,5470891.156862745,5579371.196078432
Thread std 57 ,661534.9977296251,375989.95780089765
Thread 58 ,5460422.901960785,5555312.215686275
Thread std 58 ,686520.2910719903,435319.9096100849
Thread 59 ,5446402.392156863,5521042.490196078
Thread std 59 ,664817.5995399965,412114.80855865264
Thread 60 ,5477678.450980392,5477306.450980392
Thread std 60 ,668765.4787309618,370411.29679648345
Thread 61 ,5494147.94117647,5540489.882352941
Thread std 61 ,708392.3538382218,375694.15297561645
Thread 62 ,5458781.7450980395,5541307.980392157
Thread std 62 ,625245.3440334551,526651.6347784934
Thread 63 ,5432048.823529412,5473841.31372549
Thread std 63 ,724096.7939388962,359330.3384056787
